211,21,NULL,NULL,AKTIF mencari hal-hal terbaru yang belum pernah dilakukan sebelumnya untuk membantu PENGEMBANGAN potensi DIRI,1,NULL,NULL,2020-07-25 04:01:50.000000,2020-07-25 04:01:50.000000,NULL,Hanya berpegang pada kebiasaan lama sehingga menghambat pengembangan potensi diri bahkan MENOLAK PERKEMBANGAN terbaru
212,21,NULL,NULL,Aktif mencari pembelajaran untuk MENINGKATKAN KOMPETENSI diri dengan mempertimbangkan esiensi faktor biaya.,1,NULL,NULL,2020-07-25 04:01:50.000000,2020-07-25 04:01:50.000000,NULL,Mencari - cari alasan untuk menghabiskan biaya pembelajaran TANPA MEMPERDULIKAN keselarasan kompetensi yang dibutuhkan organisasi
213,21,NULL,NULL,Menjalankan hasil PEMBELAJARAN bersama rekan kerja & menunjukan sikap ANTUSIAS untuk peningkatan kompetensi yang berdampak pada kinerja organisasi,1,NULL,NULL,2020-07-25 04:01:50.000000,2020-07-25 04:01:50.000000,NULL,Menganggap implementasi pembelajaran sebagai BEBAN sehingga menolak melakukan perbaikan di tempat kerja & bersikap SKEPTIS dalam peningkatan kompetensi
214,21,NULL,NULL,Aktif MENCARI BEST PRACTICE dari individu lainnya maupun lembaga lain untuk perbaikan dalam pekerjaan,1,NULL,NULL,2020-07-25 04:01:50.000000,2020-07-25 04:01:50.000000,NULL,MERASA lebih UNGGUL bahkan selalu merasa lebih baik dibanding orang lain sehingga tidak merasa perlu melakukan perbaikan dalam pekerjaan
215,21,NULL,NULL,Aktif menginisiasi kegiatan BERBAGI PENGALAMAN & ilmu kepada rekan kerja maupun Unit lainnya,1,NULL,NULL,2020-07-25 04:01:50.000000,2020-07-25 04:01:50.000000,NULL,Menyimpan sendiri & MENYEMBUNYIKAN PENGETAHUAN yang dimilikinya hanya untuk kepentingan pribadi & tertutup untuk Unit lainnya.
216,21,NULL,NULL,MEMBERIKAN BANTUAN & umpan balik kepada orang lain untuk menciptakan suasana yang mendukung pembelajaran,1,NULL,NULL,2020-07-25 04:01:50.000000,2020-07-25 04:01:50.000000,NULL,Sengaja MENGHAMBAT & MENGKRITIK secara negatif terhadap upaya peningkatan diri sehingga menghilangkan suasana kondusif untuk pembelajaran
217,21,NULL,NULL,Menganggap masalah dalam sudut pandang yang POSITIF sehingga dapat dimanfaatkan untuk memotivasi diri,1,NULL,NULL,2020-07-25 04:01:50.000000,2020-07-25 04:01:50.000000,NULL,Memandang masalah sebagai HAMBATAN yang sulit dipecahkan sehingga menurunkan bahkan menghambat tumbuhnya motivasi diri
218,21,NULL,NULL,PANTANG MENYERAH dalam pemecahan masalah & menghadapi tantangan,1,NULL,NULL,2020-07-25 04:01:50.000000,2020-07-25 04:01:50.000000,NULL,Sering CEPAT MENYERAH dalam mencari solusi sehingga hanya sekedar tahu permasalahan
219,21,NULL,NULL,OPTIMAL dalam menggunakan sumber daya yang ada untuk mengatasi tantangan pekerjaan,1,NULL,NULL,2020-07-25 04:01:50.000000,2020-07-25 04:01:50.000000,NULL,Menjadikan keterbatasan sumber daya sebagai HAMBATAN untuk mengatasi tantangan pekerjaan
220,21,NULL,NULL,Cepat mencari pemecahan masalah dengan BERFOKUS pada tindakan & solusi ketika terjadi permasalahan sesuai mekanisme yang berlaku,1,NULL,NULL,2020-07-25 04:01:50.000000,2020-07-25 04:01:50.000000,NULL,Mengemukakan alasan & masalah saja untuk sekedar menjawab secara lisan TANPA ada TINDAKAN untuk mencari solusi
